pr_number,issue_number,commit_date,author,title,body,closer,files
2524,2524,2022-12-12T14:03:34Z,fufesou,fix peer macos,,,"flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/screen/desktop_remote_screen.dart, src/keyboard.rs"
2517,2517,2022-12-11T16:57:49Z,Kingtous,refactor: migrate flutter_custom_cursor to the ported version of flutter engine,"Note: 
Devs need to upgrade the local flutter engine with https://github.com/Kingtous/engine/releases/tag/v3.0.5-rustdesk.2",,".github/workflows/flutter-nightly.yml, Cargo.lock, flutter/lib/desktop/pages/remote_page.dart, flutter/lib/models/model.dart, flutter/pubspec.lock, flutter/pubspec.yaml, src/ui_session_interface.rs"
2516,2516,2022-12-11T16:16:35Z,jetvillegas,Fix native build on Apple silicon #368,Fixes bug #368,jetvillegas,"Cargo.toml, build.py"
2515,2515,2022-12-11T15:06:56Z,chiehw,opt: catch error of grab,"#2487 
- Remove panic
- Print error messages to stderr",,"Cargo.lock, Cargo.toml, src/keyboard.rs"
2508,2508,2022-12-10T11:47:32Z,fufesou,allow_err with msg,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

```rust
allow_err!(Err(""test err with msg"") as Result<(), &str>, ""prompt {}"", ""failed"");
```",,libs/hbb_common/src/lib.rs
2507,2507,2022-12-10T04:41:35Z,fufesou,fix key stick,Signed-off-by: fufesou <shuanglongchen@yeah.net>,,"src/keyboard.rs, src/ui.rs, src/ui_session_interface.rs"
2506,2506,2022-12-10T04:38:41Z,fufesou,move glib dep to linux part,Signed-off-by: fufesou <shuanglongchen@yeah.net>,,Cargo.toml
2505,2505,2022-12-10T03:02:04Z,Kingtous,opt: listen status for system tray on Linux,"This PR splits the logic of listening and setting the menu item. And it'll check the service status every second, which is the same interval with the flutter app.

Note that `glib` is not a new dependency, which is an indirect dependency before.",,"Cargo.lock, Cargo.toml, src/tray.rs"
2504,2504,2022-12-10T02:52:30Z,fufesou,fix key stick,Signed-off-by: fufesou <shuanglongchen@yeah.net>,rustdesk,"src/keyboard.rs, src/lang/de.rs, src/rendezvous_mediator.rs, src/ui_session_interface.rs"
2503,2503,2022-12-10T01:57:06Z,fufesou,Keyboard,"1. Fix sciter version keyboard.
2. Remove some unneccessary logic.",,"src/flutter.rs, src/flutter_ffi.rs, src/keyboard.rs, src/ui.rs, src/ui/remote.rs, src/ui_session_interface.rs"
2502,2502,2022-12-09T17:28:45Z,Agent-JY,Update de.rs,,,src/lang/de.rs
2498,2498,2022-12-09T09:59:03Z,fufesou,Fix wayland,"1. Fix `block_on` with runtime in runtime.
2. Fix mouse resolution.
3. Uinput. Create runtime instead of flavor current_thread(tmp runtime).",,"src/server/input_service.rs, src/server/uinput.rs"
2496,2496,2022-12-09T08:12:39Z,chiehw,refactor keyboard of client,,,"flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/mobile/pages/remote_page.dart, flutter/lib/models/input_model.dart, flutter/pubspec.lock, libs/hbb_common/src/config.rs, libs/scrap/src/common/record.rs, src/client.rs, src/common.rs, src/core_main.rs, src/flutter.rs, src/flutter_ffi.rs, src/hbbs_http.rs, src/hbbs_http/record_upload.rs, src/keyboard.rs, src/lang/es.rs, src/lib.rs, src/platform/linux.rs, src/platform/mod.rs, src/server/input_service.rs, src/server/portable_service.rs, src/server/video_service.rs, src/ui_interface.rs, src/ui_session_interface.rs"
2493,2493,2022-12-09T02:50:50Z,Kingtous,opt: enable debug stacktrace output & add json serde check,"This PR enables stacktrace output, and remove error below:

```
flutter: FormatException: Unexpected end of input (at character 1)
flutter: 
flutter: ^
flutter:
```",,"flutter/lib/common.dart, flutter/lib/common/widgets/peer_tab_page.dart, flutter/lib/desktop/pages/desktop_setting_page.dart, flutter/lib/desktop/pages/desktop_tab_page.dart, flutter/lib/desktop/widgets/login.dart, flutter/lib/mobile/pages/server_page.dart, flutter/lib/models/native_model.dart"
2486,2486,2022-12-08T09:31:20Z,Kingtous,opt: display server detection in env without loginctl,,,"flutter/lib/models/file_model.dart, libs/hbb_common/src/platform/linux.rs"
2483,2483,2022-12-07T15:53:59Z,flusheDData,Update es.rs,New term added,,src/lang/es.rs
2481,2481,2022-12-07T12:58:24Z,21pages,upload record,default disable,,"libs/scrap/src/common/record.rs, src/client.rs, src/core_main.rs, src/hbbs_http.rs, src/hbbs_http/record_upload.rs, src/server/portable_service.rs, src/server/video_service.rs, src/ui_interface.rs"
2478,2478,2022-12-07T07:19:07Z,fufesou,"remote menu, draggable hide widget","Signed-off-by: fufesou <shuanglongchen@yeah.net>

1. Draggable show&hide widget.
2. Use Debounce instead of Throttle.


https://user-images.githubusercontent.com/13586388/206113386-6732c141-eceb-4ac2-8a99-98f43c5279d7.mp4

",rustdesk,"flutter/lib/desktop/widgets/remote_menubar.dart, flutter/pubspec.lock, flutter/pubspec.yaml"
2477,2477,2022-12-07T07:04:22Z,mehdi-song,Update fa.rs,"New Translation 👍 
(""wayland_experiment_tip"", ""پشتیبانی Wayland در مرحله آزمایشی است، لطفاً در صورت نیاز به دسترسی بدون مراقبت از X11 استفاده کنید."")
 (""Right click to select tabs"", ""برای انتخاب تب ها راست کلیک کنید"")
 (""Add to Address Book"", ""افزودن به دفترچه آدرس"")",,src/lang/fa.rs
2471,2471,2022-12-06T18:41:50Z,solokot,Update ru.rs,,,src/lang/ru.rs
2470,2470,2022-12-06T11:23:56Z,NicKoehler,Update it.rs,,,src/lang/it.rs
2467,2467,2022-12-06T07:18:00Z,Kingtous,fix: infinite loop when skipping files ,,,"libs/hbb_common/src/fs.rs, src/client/io_loop.rs, src/ipc.rs, src/server/connection.rs, src/ui_cm_interface.rs"
2464,2464,2022-12-06T04:21:52Z,21pages,opt address book,"1. opt add id
2. local/remote read respectively but sync when set manually, including: tags, alias, rdp name, rdp port, force_relay
3. fix command line password permission 
",,"flutter/lib/common.dart, flutter/lib/common/widgets/address_book.dart, flutter/lib/common/widgets/peer_card.dart, flutter/lib/models/ab_model.dart, flutter/lib/models/peer_model.dart, src/core_main.rs, src/flutter_ffi.rs, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/gr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/sq.rs, src/lang/sv.rs"
2461,2461,2022-12-05T17:43:23Z,7th-fret,Update gr.rs,,,src/lang/gr.rs
2460,2460,2022-12-05T16:15:11Z,solokot,Update ru.rs,,,src/lang/ru.rs
2459,2459,2022-12-05T12:59:33Z,flusheDData,Update es.rs,New terms added,,src/lang/es.rs
2458,2458,2022-12-05T12:58:38Z,Heap-Hop,Add mobile skipping info & fix mobile breadCrumbScroller has no client error,,,"flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/mobile/pages/file_manager_page.dart"
2455,2455,2022-12-05T12:13:55Z,Kingtous,feat: add skipping info in file transfer page,"This PR introduces the ability to show whether the job is completed by skipping or full transmission of files.

![image](https://user-images.githubusercontent.com/39793325/205634998-9b7bf3ff-730e-4576-9280-30d6ac4b06b2.png)
",,"flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/models/file_model.dart, libs/hbb_common/src/fs.rs, src/client/io_loop.rs, src/lang/cn.rs, src/ui/file_transfer.tis"
2450,2450,2022-12-05T01:36:58Z,21pages,fix menu padding mistake,,,flutter/lib/common/widgets/peer_tab_page.dart
2449,2449,2022-12-04T15:00:04Z,Heap-Hop,Fix file transfer bugs,"### Fix
- can't load/save config successfully.
- path can't split for breadCrumb when local is Windows.

### Opt
- add `onDirChanged` for `breadCrumbScrollToEnd` instead of wrong event moment
- better rate for mouse wheel to controll BreadCrumbScroll in Windows",,"flutter/lib/desktop/pages/file_manager_page.dart, flutter/lib/mobile/pages/file_manager_page.dart, flutter/lib/models/file_model.dart"
2447,2447,2022-12-04T14:05:15Z,fufesou,remove unused resource files when packing,Signed-off-by: fufesou <shuanglongchen@yeah.net>,,build.py
2446,2446,2022-12-04T12:08:30Z,21pages,hide/reorder peer card,"1. fix theme sync
2. right click context menu to select peer card
3. drag reorder peer card (use ListView not Row, ellipsis can't work in this way)
5. fix showing elevation button when file transfer",,"flutter/lib/common.dart, flutter/lib/common/widgets/address_book.dart, flutter/lib/common/widgets/peer_tab_page.dart, flutter/lib/desktop/pages/connection_page.dart, flutter/lib/desktop/pages/server_page.dart, flutter/lib/mobile/pages/connection_page.dart, flutter/lib/models/ab_model.dart, flutter/lib/models/server_model.dart, src/lang/ca.rs, src/lang/cn.rs, src/lang/cs.rs, src/lang/da.rs, src/lang/de.rs, src/lang/eo.rs, src/lang/es.rs, src/lang/fa.rs, src/lang/fr.rs, src/lang/gr.rs, src/lang/hu.rs, src/lang/id.rs, src/lang/it.rs, src/lang/ja.rs, src/lang/ko.rs, src/lang/kz.rs, src/lang/pl.rs, src/lang/pt_PT.rs, src/lang/ptbr.rs, src/lang/ru.rs, src/lang/sk.rs, src/lang/sq.rs"
2445,2445,2022-12-04T11:58:52Z,SakhnevichKirill,Remote,,,".cargo/config.toml, .gitignore, README.md, docs/CODE_OF_CONDUCT-RU.md, docs/CODE_OF_CONDUCT.md, docs/CONTRIBUTING-RU.md, docs/CONTRIBUTING.md, docs/README-AR.md, docs/README-CS.md, docs/README-DA.md, docs/README-DE.md, docs/README-EO.md, docs/README-ES.md, docs/README-FA.md, docs/README-FI.md, docs/README-FR.md, docs/README-HU.md, docs/README-ID.md, docs/README-IT.md, docs/README-JP.md, docs/README-KR.md, docs/README-ML.md, docs/README-NL.md, docs/README-PL.md, docs/README-PTBR.md, docs/README-RU.md, docs/README-UA.md, docs/README-VN.md, docs/README-ZH.md, docs/SECURITY.md"
2444,2444,2022-12-04T11:20:14Z,solokot,Update ru.rs,,,src/lang/ru.rs
2443,2443,2022-12-04T09:33:23Z,Kingtous,feat: add windows sign config,"This PR adds a sign config for windows.

The following secrets must be set:

- WINDOWS_PFX_BASE64 
    -  via `certutil -encode .\CERT.pfx .\CERT.base64.txt`, copy base64 code **WITHOUT** `===begin xxx ===` and `===end xxx===`
- WINDOWS_PFX_PASSWORD 
- WINDOWS_PFX_SHA1_THUMBPRINT
    - via `Get-PfxCertificate -FilePath .\CERT.pfx` in powershell.",,.github/workflows/flutter-nightly.yml
2438,2438,2022-12-03T13:24:32Z,fufesou,win set extra info while simulate inputs,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

Fix keyboard input when privacy mode is on and `Map` keyboard mode is used.",,"Cargo.lock, src/server/connection.rs"
2434,2434,2022-12-02T14:26:07Z,artemkons,Konstantinov remote page,,,".cargo/config.toml, .gitignore, README.md, docs/CODE_OF_CONDUCT-RU.md, docs/CODE_OF_CONDUCT.md, docs/CONTRIBUTING-RU.md, docs/CONTRIBUTING.md, docs/README-AR.md, docs/README-CS.md, docs/README-DA.md, docs/README-DE.md, docs/README-EO.md, docs/README-ES.md, docs/README-FA.md, docs/README-FI.md, docs/README-FR.md, docs/README-HU.md, docs/README-ID.md, docs/README-IT.md, docs/README-JP.md, docs/README-KR.md, docs/README-ML.md, docs/README-NL.md, docs/README-PL.md, docs/README-PTBR.md, docs/README-RU.md, docs/README-UA.md, docs/README-VN.md, docs/README-ZH.md, docs/SECURITY.md"
2433,2433,2022-12-02T13:38:04Z,fufesou,do not show privacy action if peer does not support,Signed-off-by: fufesou <shuanglongchen@yeah.net>,,"flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/models/model.dart, src/flutter.rs, src/server/video_service.rs"
2427,2427,2022-12-02T09:07:04Z,Kingtous,opt: add os.system wrapper & fix tray manager,,,"build.py, flutter/macos/Runner/MainFlutterWindow.swift, flutter/pubspec.yaml"
2419,2419,2022-12-02T02:27:24Z,Kingtous,fix: remove tray manager in multi window context,,,flutter/pubspec.yaml
2412,2412,2022-12-01T15:11:05Z,fufesou,Fix ios get data dir,"1. Remove unused deps and dart file. `libappindicator3` `flutter/lib/utils/tray_manager.dart`
2. Fix ios data dir.
3. Update [`uni_links_desktop`](https://pub.dev/packages/uni_links_desktop).",,"Cargo.toml, README.md, build.py, flutter/lib/models/native_model.dart, flutter/lib/utils/tray_manager.dart, flutter/pubspec.lock, flutter/pubspec.yaml, libs/hbb_common/src/config.rs, src/flutter_ffi.rs"
2411,2411,2022-12-01T14:30:12Z,donald-2rm,Translated all of the keywords/phrases in lang/template.rs to Albanian language,,,src/lang/sq.rs
2410,2410,2022-12-01T10:35:02Z,KKould,feat: Added support for ipv4 network conversion under nat64 network,"When filtering the address, judge whether the address belonging to ipv6 has a special prefix of nat64 to avoid filtering out the ipv4 address under nat64",,"libs/hbb_common/src/lib.rs, libs/hbb_common/src/socket_client.rs, libs/hbb_common/src/udp.rs, src/rendezvous_mediator.rs"
2406,2406,2022-12-01T08:02:09Z,Agent-JY,Update remote_menubar.dart,"Change 'Close' to 'Close connection' due to conflicts with 'Close' in context of close window.
",rustdesk,flutter/lib/desktop/widgets/remote_menubar.dart
2403,2403,2022-12-01T05:54:35Z,fufesou,"fix connect on subwindow, notify main window",Signed-off-by: fufesou <shuanglongchen@yeah.net>,,"flutter/lib/common.dart, flutter/lib/consts.dart, flutter/lib/desktop/pages/desktop_home_page.dart, flutter/lib/desktop/widgets/remote_menubar.dart, flutter/lib/desktop/widgets/tabbar_widget.dart"
2397,2397,2022-11-30T16:40:40Z,donald-2rm,Added Albanian (Shqip) Language, Soon all the phrases to be translate are to be added by us,rustdesk,"src/lang.rs, src/lang/sq.rs"
2395,2395,2022-11-30T14:57:59Z,fufesou,fix image blurry,"Signed-off-by: fufesou <shuanglongchen@yeah.net>

https://github.com/rustdesk/rustdesk/issues/2180",fufesou,flutter/lib/desktop/pages/remote_page.dart
2392,2392,2022-11-30T09:11:37Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU. Sorry for the pull request spam.",,"README.md, docs/README-AR.md, docs/README-CS.md, docs/README-DA.md, docs/README-DE.md, docs/README-EO.md, docs/README-ES.md, docs/README-FA.md, docs/README-FI.md, docs/README-FR.md, docs/README-HU.md, docs/README-ID.md, docs/README-IT.md, docs/README-JP.md, docs/README-KR.md, docs/README-ML.md, docs/README-NL.md, docs/README-PL.md, docs/README-PTBR.md, docs/README-RU.md, docs/README-UA.md, docs/README-VN.md, docs/README-ZH.md"
2389,2389,2022-11-30T06:10:07Z,Kingtous,opt: fix win7 crash on latest device_info_plus,,Kingtous,"flutter/lib/common.dart, flutter/lib/desktop/widgets/tabbar_widget.dart, flutter/lib/main.dart, flutter/lib/models/native_model.dart, flutter/pubspec.yaml"
2388,2388,2022-11-30T02:44:35Z,fufesou,Better uinput setup and update,,,"flutter/lib/models/native_model.dart, src/server.rs, src/server/input_service.rs, src/server/wayland.rs"
2386,2386,2022-11-29T23:33:49Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",rustdesk,docs/README-DA.md
2385,2385,2022-11-29T23:32:06Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",,docs/README-VN.md
2384,2384,2022-11-29T23:31:18Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",,docs/README-AR.md
2383,2383,2022-11-29T23:30:30Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",,docs/README-KR.md
2382,2382,2022-11-29T23:29:26Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",,docs/README-EO.md
2381,2381,2022-11-29T23:26:20Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",,docs/README-RU.md
2380,2380,2022-11-29T23:22:44Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",,docs/README-NL.md
2379,2379,2022-11-29T23:21:37Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",,docs/README-JP.md
2378,2378,2022-11-29T23:20:34Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",,docs/README-ML.md
2377,2377,2022-11-29T23:19:41Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",,docs/README-FI.md
2376,2376,2022-11-29T23:18:31Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",,docs/README-ID.md
2375,2375,2022-11-29T23:17:24Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU",,docs/README-PL.md
2374,2374,2022-11-29T23:15:46Z,0x100001,Added new public server information,"New public servers added. Vultr removed (https://twitter.com/rustdesk/status/1595597511980470272)

https://github.com/rustdesk/rustdesk/discussions/1657

Corrected VCPU to vCPU

@danielehrhardt I think there might be wrong information regarding your server specs. At least the information provided in other readme files are different. You might want to correct that.t.",,docs/README-DE.md
